                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 5.4281,                 12.785,                 1.9631,                      0,                      0,                      0,                      0,                  4.932,                 7.6171,                  1.445,              2.525e-05,              2.525e-05,              2.525e-05
                      1,                 4.7783,                 8.3196,                 1.5159,                      0,                      0,                      0,                      0,                 4.3326,                 6.5006,                 1.1053,             4.6411e-05,             4.6411e-05,             4.6411e-05
